,First Name,Last Name,Street Address,State,Postal Code,Email,Status,Recruit_id
4382,Irving,Flatley,6820 West 84th Circle Arvada ,CO ,80003,Irving.Flatley@gmail.com,Red Light,1f2e336e7fcc8857e17a207183a822d6a42a5ab1
4383,Amy,Bonilla,10632 Admiral Court Oklahoma City ,OK ,73162,Amy.Bonilla@gmail.com,Red Light,7734c223debed73464caad8a5eb05f97fe728249
4384,Bruce,Spencer,8293 Grayson Grove Montgomery ,AL ,36117,Bruce.Spencer@gmail.com,Yellow Light,dc9c7a1da92cf959c2dc7611879f5a3f4241485c
4385,Floyd,Hayes,1831 Frankford Avenue Panama City ,FL ,32405,Floyd.Hayes@gmail.com,Red Light,0829b39f1c3b25728bce7eb906c85b8a617af480
4386,James,Allen,1700 William E Summers III Avenue Louisville ,KY ,40211,James.Allen@gmail.com,Green Light,137fe6866c0f60242ba5907445717726b30f61cb
4387,Laurence,Tate,5836 Red Barn Road Montgomery ,AL ,36116,Laurence.Tate@gmail.com,Red Light,cedd204fc6acd9d63c5fbfa30dd69520f9cdb49a
4388,Joyce,Weiss,10222 Pine Glen Circle Louisville ,KY ,40291,Joyce.Weiss@gmail.com,Red Light,b217dd98e0a690c5d2446e2dec8fc2b6a356832d
4389,Gretchen,Dunn,8409 Gullane Court Pasadena ,MD ,21122,Gretchen.Dunn@gmail.com,Red Light,ae8acb6ca950a503f87974e05624cc8266517dd4
4390,Alexander,Duncan,2040 Innes Circle Anchorage ,AK ,99515,Alexander.Duncan@gmail.com,Yellow Light,1be5fd757bde649e17696d66cee5bb75089431c8
4391,Virginia,Turner,56 Daley Lane Castleton ,VT ,05732,Virginia.Turner@gmail.com,Green Light,9ec5e97734b29bdef3ca4641d0752e77bcc0e3a2
4392,Robert,Miller,3200 Southwest 95th Street Oklahoma City ,OK ,73159,Robert.Miller@gmail.com,Yellow Light,5ea297b268d3377d0eccf2bef28de08f1f6228f7
4393,Amanda,Mcallister,46 Sugarloaf Hill Road Warren ,VT ,05674,Amanda.Mcallister@gmail.com,Red Light,95fb0032c6066ffab7b38c306e6159383ec16e15
4394,Barbara,Justice,529 Wesley Avenue Nashville ,TN ,37207,Barbara.Justice@gmail.com,Yellow Light,2045af16c9a3f1f6a62e39d52c887acc77bd7f51
4395,Andrew,Sickafoose,275 Henry Street Manchester ,CT ,06042,Andrew.Sickafoose@gmail.com,Red Light,48b701ddb00ecff68990976030a5307f0ca9f49b
4396,Kathryn,Anderson,5619 Clay Place Northeast Washington ,DC ,20019,Kathryn.Anderson@gmail.com,Green Light,535554b4ba896b364882a9a6e776e1a3550001f8
4397,David,Whitney,120 North Block Avenue Fayetteville ,AR ,72701,David.Whitney@gmail.com,Yellow Light,4fed3695ef7ac86de09ff42c7c51880e7a013fcc
4398,Florence,Barta,5575 South Dakota Avenue Northeast Washington ,DC ,20011,Florence.Barta@gmail.com,Green Light,90e04c44343d2ef4b1bc64555d69c34c4ffaf5b6
4399,Philip,Lail,422 C Street Northeast Washington ,DC ,20002,Philip.Lail@gmail.com,Red Light,82e1dff31fce93d60383eef5c10830d3a0193306
4400,Phyllis,Menjivar,83 Oakdale Road Newton ,MA ,02459,Phyllis.Menjivar@gmail.com,Green Light,2414523fd45b6a881dca6c4df86a44f8d6a841cf
4401,Courtney,Castillo,400 South 28th Street Louisville ,KY ,40212,Courtney.Castillo@gmail.com,Green Light,ea0b52afbc86fb12fbba5f3387b9b0a40fa1f314
4402,Martin,Spinner,14524 Lodestar Drive Grass Valley ,CA ,95949,Martin.Spinner@gmail.com,Yellow Light,fc03dd8c4890df7ac02e211c5978b184adaded49
4403,Raymond,Robinson,1001 Northwest 104th Street Oklahoma City ,OK ,73114,Raymond.Robinson@gmail.com,Yellow Light,58a0531a6c988a69498e7713b8710c86b526b9a0
4404,Marina,Verduzco,8117 Mountain View Circle Pasadena ,MD ,21122,Marina.Verduzco@gmail.com,Green Light,e66f0bd3ea9b1b8daa300b6a4629afbe549c88d4
4405,Jason,Larmon,159 North Pawlet Road Pawlet ,VT ,05761,Jason.Larmon@gmail.com,Red Light,af1ffff8e8b83f793943aee855243bb6173d6e81
4406,Esther,Samuel,8709 Peeble Lane Louisville ,KY ,40272,Esther.Samuel@gmail.com,Green Light,acf5143d7541f86a65e1ab80bc9771b64ecd7a61
4407,Christine,Badger,152 Bissell Street Manchester ,CT ,06040,Christine.Badger@gmail.com,Green Light,19ee7b6096b6a76137294ddcff06106be9c121de
4408,James,Deleon,182 Regency Circle Pooler ,GA ,31322,James.Deleon@gmail.com,Green Light,9ac0f6bc5747276a43fa841a1d6ae59555f0c381
4409,Ernestine,Frey,5650 West 60th Avenue Arvada ,CO ,80003,Ernestine.Frey@gmail.com,Red Light,23a5e6be64c281c473af40100cf24045a6d6fae6
4410,Vivian,Barker,46 Sugarloaf Hill Road Warren ,VT ,05674,Vivian.Barker@gmail.com,Green Light,c8349f2566cc6ef1a3972232eb47021a04dc250f
4411,Debra,Fahy,643 Farragut Street Northwest Washington ,DC ,20011,Debra.Fahy@gmail.com,Red Light,8817c5fd01338e87873bc0c906070af9b847018b
4412,Jessica,Chynoweth,646 Clinton Street Montgomery ,AL ,36108,Jessica.Chynoweth@gmail.com,Red Light,aeb81b20ff792d2ab2cf4ded277d45a4aa944bc4
4413,Bradley,Bass,2931 Shady Oaks Drive Evans ,CO ,80620,Bradley.Bass@gmail.com,Red Light,83c7e92e182f4c07d4142ea0a85ba8d5a6816e33
4414,Denise,Williams,22649 McManus Drive Anchorage ,AK ,99567,Denise.Williams@gmail.com,Red Light,fec79e651fc234d7f8e050136a2cdbfabebb7b46
4415,Jennifer,Beasley,84 Holbrook Street North Adams ,MA ,01247,Jennifer.Beasley@gmail.com,Yellow Light,12aaa22cbec9c4fc96fb359989cd9726a1c0f8f6
4416,Lela,Stapleton,5706 Worchester Drive Montgomery ,AL ,36116,Lela.Stapleton@gmail.com,Yellow Light,8f22313b45f0290f6bb9635bb048e217ec18f390
4417,Nancy,Chaffin,1433 Bretton View Road Annapolis ,MD ,21409,Nancy.Chaffin@gmail.com,Yellow Light,a87e87fb1a0b3ca4fc13f0eb53dfd865cac0da42
4418,Ronald,Gray,10914 Oak Harbor Drive Louisville ,KY ,40299,Ronald.Gray@gmail.com,Green Light,94ad803cac53b80834e92ca9634191cc83b8e872
4419,Margie,Gallipeau,1725 Oxford Street Berkeley ,CA ,94709,Margie.Gallipeau@gmail.com,Red Light,5ca10547dc31e4679b0db5e3887a2ffddd9fd834
4420,Patricia,Ramirez,5743 Teller Street Arvada ,CO ,80002,Patricia.Ramirez@gmail.com,Green Light,abd331360860d2c452939476ed12375187f47df1
4421,Lorretta,Lake,53 Philip Road Manchester ,CT ,06040,Lorretta.Lake@gmail.com,Yellow Light,17d983122089e3c6b8c176cab2aa20edf3b5d08e
4422,Cheryl,Johnson,4876 Norris Road Fremont ,CA ,94536,Cheryl.Johnson@gmail.com,Red Light,382840072862cb5c38caf6277b813653e2b15025
4423,Roger,Guyton,1011 Irving Street Northeast Washington ,DC ,20017,Roger.Guyton@gmail.com,Green Light,4530efa22891d5f52316226c3f4ed363f97c13b7
4424,Cheryl,Pittman,5707 Whispering Hills Boulevard Louisville ,KY ,40219,Cheryl.Pittman@gmail.com,Yellow Light,4e7d8e5d3ab9c9bd6aea1776fd59c3efa4fd3ae4
4425,Sandra,Gonzales,7057 Old Southwick Place Montgomery ,AL ,36117,Sandra.Gonzales@gmail.com,Red Light,4ebb7c4132c7889c3858c9d0a0cb358fe701b220
4426,Rebecca,Barbetta,140 West Cooper Avenue Aspen ,CO ,81611,Rebecca.Barbetta@gmail.com,Green Light,44288694c5ea1d08d83e2aba4c25880460b4d6fd
4427,Paul,Chambers,55 Sunrise Avenue Moretown ,VT ,05660,Paul.Chambers@gmail.com,Green Light,bb02826ad0494d6d825be40f1a7f285ee2d9835e
4428,Hortencia,Schaffer,1431 King George Boulevard Savannah ,GA ,31419,Hortencia.Schaffer@gmail.com,Red Light,4452d34bc0e4eb8f9f6a58d81db382016ba99f59
4429,Mike,Mcdonough,521 McGregor Court Montgomery ,AL ,36117,Mike.Mcdonough@gmail.com,Yellow Light,5b796a476742f1b20e0b3a5d29868a16b3b580d5
4430,Samual,Stillman,34 Belair Drive Holbrook ,MA ,02343,Samual.Stillman@gmail.com,Green Light,96656433d32536d436ffcf631026bf37401da23c
4431,Martha,Phillips,55620 Jolon Road King City ,CA ,93930,Martha.Phillips@gmail.com,Green Light,515998f095f5f2e25548e1ebac747d850861aa71
4432,Desmond,Woytowich,5113 Village Trace Nashville ,TN ,37211,Desmond.Woytowich@gmail.com,Green Light,e2576c695b51d2d05979f32c6bd00e6bf0c47189
4433,Mildred,Smith,1532 Milvia Street Berkeley ,CA ,94709,Mildred.Smith@gmail.com,Green Light,72ab4fa1a138f5093bd89a847dcde2f229bb4732
4434,David,Gomez,3821 Southwest 25th Street Oklahoma City ,OK ,73108,David.Gomez@gmail.com,Red Light,1d5befc89ff787fe190b54d22509c4bda1ab3ffd
4435,Danica,Kut,18505 Onyx Avenue Waddell ,AZ ,85355,Danica.Kut@gmail.com,Red Light,34af08db75d2c1c45a9a9e0c1676195ff9e46142
4436,Irma,Wiley,10891 Kamishak Bay Circle Anchorage ,AK ,99515,Irma.Wiley@gmail.com,Yellow Light,7079974ed266a058ad42e1dab27141f79510ac12
4437,Keith,Horvath,4125 Cobia Street Panama City ,FL ,32408,Keith.Horvath@gmail.com,Red Light,6c2ad92b264fb890ddfe76d74405b5dbbb1bf104
4438,Christina,Leffew,3300 Gatsby Lane Montgomery ,AL ,36106,Christina.Leffew@gmail.com,Green Light,82efc057105a2842ff83933dbf188e1e119ceb55
4439,Freddie,Jefcoat,1653 Brooks Avenue Fayetteville ,AR ,72701,Freddie.Jefcoat@gmail.com,Yellow Light,aaa9b07049e8541f8f4209fb64f28b91d59c4509
4440,James,Mccray,188 River Road Essex ,VT ,05452,James.Mccray@gmail.com,Yellow Light,49f5ec4087db9a54e6bb9f0bffa851b04371d879
4441,Terrance,Wilson,5000 V Street Northwest Washington ,DC ,20007,Terrance.Wilson@gmail.com,Yellow Light,70f579a8439bceb3074c496ea01041b5f0d694a6
4442,Hector,Weber,171 Tolland Turnpike Manchester ,CT ,06042,Hector.Weber@gmail.com,Yellow Light,fcd0139754276ed1f58ee6efaed786700e91eda1
4443,Carolyn,Hobbs,10700 South Pennsylvania Avenue Oklahoma City ,OK ,73170,Carolyn.Hobbs@gmail.com,Green Light,5227b6128563603202d3d1515fd532c68e0d190b
4444,Joyce,Crouch,109 East 64th Street Savannah ,GA ,31405,Joyce.Crouch@gmail.com,Green Light,4a2fa24a1e318fd21785ca23c1e1c2c376e0a61c
4445,Edward,Rodas,424 Callan Avenue San Leandro ,CA ,94577,Edward.Rodas@gmail.com,Red Light,fb3deb0c2ab6a2562cc0734a22e6684b06e21925
4446,Michelle,Jansons,141 Lavigne Road Colchester ,VT ,05446,Michelle.Jansons@gmail.com,Yellow Light,e5ebed2de7168ed756b47d890549856cb9a5ac9f
4447,Stephanie,Palmer,445 South Potomac Circle Aurora ,CO ,80012,Stephanie.Palmer@gmail.com,Yellow Light,5e5a74503bb86bdd994e1d8c534049cc14205d0f
4448,George,Causey,1622 Edgar D Nixon Avenue Montgomery ,AL ,36104,George.Causey@gmail.com,Green Light,013b4ac652b20a14f54de42aede23657925c6b00
4449,Christian,Holbert,368 Winthrop Court Montgomery ,AL ,36104,Christian.Holbert@gmail.com,Green Light,ec05cd4f7608a8a57b8238297f614eb3a87174ee
4450,Bradley,Redding,2927 Leatherwood Drive Nashville ,TN ,37214,Bradley.Redding@gmail.com,Green Light,404937884918541864e0d216c2b2365dc081c281
4451,Marie,Barbosa,4109 General Bate Drive Nashville ,TN ,37204,Marie.Barbosa@gmail.com,Yellow Light,7e5a7120575fd68422fe5901630a405b32e11d23
4452,Ray,Villegas,406 Ashwood Court Vacaville ,CA ,95688,Ray.Villegas@gmail.com,Green Light,8d6e85674a34ad22c837c4863c7381878c6217b7
4453,Joan,Lombardo,3203 US Highway 98 Mexico Beach ,FL ,32456,Joan.Lombardo@gmail.com,Red Light,53912934106214ba75315e569eadc82caa851d4c
4454,Luther,Mccaslin,90 Peabody Street Nashville ,TN ,37210,Luther.Mccaslin@gmail.com,Yellow Light,93cda7a265bf68c5d238656ff864ab2d3661092f
4455,Lena,Perez,4725 Royal Oak Drive Oklahoma City ,OK ,73135,Lena.Perez@gmail.com,Yellow Light,5af4006e242deb54752bfa4b68230af80a32e929
4456,Linda,Wright,2426 East Onyx Trail Fayetteville ,AR ,72701,Linda.Wright@gmail.com,Yellow Light,cf96cf8305f34e98699a652c08886a00db137718
4457,Michael,Costello,6041 North 72nd Lane Glendale ,AZ ,85303,Michael.Costello@gmail.com,Red Light,0cf1f06b9fc1ebce2f8e2f34aa781d55eb6ad4d9
4458,Jon,Ingle,1613 Maple Timber Court Nashville ,TN ,37013,Jon.Ingle@gmail.com,Red Light,d5c304b00b4e885f891230bdb49da0df6b9a88e2
4459,Virginia,Norris,5 Winslow Circle Pooler ,GA ,31322,Virginia.Norris@gmail.com,Yellow Light,d8277b160d81c648d1efbbf93916be71c4a6699f
4460,Bryan,Mcclure,24 Lawton Road Manchester ,CT ,06042,Bryan.Mcclure@gmail.com,Red Light,c7e422a14e8f01599c594400eeae9132fa14377a
4461,James,Combs,140 William Chambers Junior Drive Glen Burnie ,MD ,21060,James.Combs@gmail.com,Green Light,7ba629096de43713d21c0cf0dc1bb12f0806fd63
4462,Dorothy,Koeller,814 Miner Road Crownsville ,MD ,21032,Dorothy.Koeller@gmail.com,Red Light,0dcd7b9e270ccf0a8ca528a42026570c3ff5e367
4463,Cathleen,Berry,6870 West 52nd Avenue Arvada ,CO ,80002,Cathleen.Berry@gmail.com,Yellow Light,d8b025c94eeff526833300369ed0da655b60b751
4464,Debra,Killer,4617 East 3rd Street Panama City ,FL ,32404,Debra.Killer@gmail.com,Yellow Light,29a0db062946d2825e8076448e631048890d1644
4465,George,Ryan,4667 Benning Road Southeast Washington ,DC ,20019,George.Ryan@gmail.com,Red Light,54eef74993c0f50760c63125356624989e4cbf35
4466,Pearl,Harcourt,915 Sacramento Street Bakersfield ,CA ,93305,Pearl.Harcourt@gmail.com,Green Light,20b36d6df66e8866a0c8e990752536ddc13be19e
4467,Richard,York,108 Chalmers Avenue Glen Burnie ,MD ,21061,Richard.York@gmail.com,Green Light,a0e6398404b87f9061cf39b59cde80111ca9b608
4468,Maria,Garofalo,5632 West Acoma Drive Glendale ,AZ ,85306,Maria.Garofalo@gmail.com,Red Light,5fe5a287b012095603298cbf19ac4f772d48e297
4469,Robert,Dungan,800 Quacco Road Savannah ,GA ,31419,Robert.Dungan@gmail.com,Red Light,63783c70558ce634090931214c7e65636b0456d2
4470,Natalie,Parker,3613 East 18th Avenue Anchorage ,AK ,99508,Natalie.Parker@gmail.com,Yellow Light,95636d865773ad41881289549408129ceb727b13
4471,Pamela,Knickerbocker,5609 Colorado Avenue Northwest Washington ,DC ,20011,Pamela.Knickerbocker@gmail.com,Green Light,477a93f90374d67d356f047b5187d81f9a517a74
4472,Jason,Emmi,502 Main Street Walpole ,MA ,02081,Jason.Emmi@gmail.com,Green Light,e7e1f1ccb8024570e5dec1c3388a7d6b4eb2f5a0
4473,Amanda,William,95 Forest Avenue Brockton ,MA ,02301,Amanda.William@gmail.com,Red Light,b9bd3673c61c9e1c7090d033d5ff30d2618c9c7f
4474,Linda,Washington,1481 Stannage Avenue Berkeley ,CA ,94702,Linda.Washington@gmail.com,Red Light,39b72f450915d43e27694d29f2536bb695d90575
4475,Sam,Wall,328 17th Street Paso Robles ,CA ,93446,Sam.Wall@gmail.com,Red Light,1353aaf892a786be0de40a810142c6c355b42b72
4476,Anthony,Lee,8219 Minor Lane Louisville ,KY ,40219,Anthony.Lee@gmail.com,Yellow Light,edcf1aa2c687b07c7b44c14bc8da0c3080b2b0a8
4477,Matthew,Uriegas,9106 Ellis Way Arvada ,CO ,80005,Matthew.Uriegas@gmail.com,Yellow Light,af77a4a4fc33d22d762a89303a4880d500d8135b
4478,Stephen,Dicks,22 Gallatin Street Northeast Washington ,DC ,20011,Stephen.Dicks@gmail.com,Yellow Light,3fabc04f46a4eb64f08451208acad1558ea91c0c
4479,Natasha,Stewart,1901 North Midwest Boulevard Edmond ,OK ,73034,Natasha.Stewart@gmail.com,Red Light,5dca1a4b1cc93573f0e2dc7c23f968c63c4930a2
4480,Yolanda,Twogood,236 Alden Road Hayward ,CA ,94541,Yolanda.Twogood@gmail.com,Yellow Light,abbafd5815521f3aedc3975c9f8b744b22f1507a
4481,Kristen,Lester,7096 Park Mesa Way San Diego ,CA ,92111,Kristen.Lester@gmail.com,Yellow Light,bc0448fdc2018388711a2b3790fe9d84194aea87
4482,Erica,Fowler,450 Kinhawk Drive Nashville ,TN ,37211,Erica.Fowler@gmail.com,Red Light,10cc01f028acbc2bbc4faee809c93e672a302810
4483,Joseph,Edwards,275 Ridge Lane Waltham ,MA ,02452,Joseph.Edwards@gmail.com,Yellow Light,903c033cc617110d55050bb57c446216391c6fde
4484,Timothy,Taylor,3466 Southview Avenue Montgomery ,AL ,36111,Timothy.Taylor@gmail.com,Green Light,8c4ad36d1a2b73803f8f221e78a967708df65784
4485,Mary,Whish,402 Carlton Place Goodlettsville ,TN ,37072,Mary.Whish@gmail.com,Green Light,dc0e4d40ec375a0f81479ad92ac3b66945783f60
4486,Evan,Casano,8 Chestnut Street Winchester ,MA ,01890,Evan.Casano@gmail.com,Green Light,989bfca4f4dcbd21dbfc3cd0f285ed0e1634ee79
4487,Joe,Seebach,4 Eastview Lane Savannah ,GA ,31410,Joe.Seebach@gmail.com,Red Light,3415405d6d80936d6c6aa19cdca0854d2e114c2b
4488,Donna,Yi,814 South Pickard Avenue Norman ,OK ,73069,Donna.Yi@gmail.com,Green Light,e14886bb5985a2cb2ca6bfbe49c3fa06b5bc952e
4489,Agripina,Krieger,89 Barrensdale Drive Severna Park ,MD ,21146,Agripina.Krieger@gmail.com,Yellow Light,fc61ca958fdf6263c9d2fb760b44680bb9d984b2
4490,Helen,Demars,1817 Beech Street Louisville ,KY ,40210,Helen.Demars@gmail.com,Red Light,ad5fc64251de5a9c4876778260010281940aceca
4491,Eddie,Staton,2008 North Shannon Drive Fayetteville ,AR ,72703,Eddie.Staton@gmail.com,Red Light,3ce36ecd879347be1e8834237fb5f1041b39fdac
4492,James,Noh,19 Katama Way Pooler ,GA ,31322,James.Noh@gmail.com,Yellow Light,fc6ee9559aca97db04ddaf867a780ffb23f136aa
4493,Kimberly,Beltz,7405 River Park Drive Nashville ,TN ,37221,Kimberly.Beltz@gmail.com,Yellow Light,944a6baef9177c6916b0645cb5eb51f295e2034e
4494,David,Muncy,5708 Beverly Street Savannah ,GA ,31405,David.Muncy@gmail.com,Red Light,66c0ecb86aa535bf48680dc790720bc3dc0a24e6
4495,Barbara,Lares,5601 West Crocus Drive Glendale ,AZ ,85306,Barbara.Lares@gmail.com,Green Light,e3503dde4383890fda09d8530aba3afbfcdcab2b
4496,Paul,Stansbery,7002 South Bryant Avenue Oklahoma City ,OK ,73149,Paul.Stansbery@gmail.com,Green Light,35a1abdcad798237c481bbbc925335224a91bc43
4497,Robert,Scholtens,23128 Donalda Avenue Port Charlotte ,FL ,33954,Robert.Scholtens@gmail.com,Green Light,c2a4ad65b3e7200f25666a28bef35b24d78b0cb4
4498,William,Aponte,3142 North Warwick Drive Fayetteville ,AR ,72703,William.Aponte@gmail.com,Yellow Light,c463ce6fee433d0e461c08a7c1cd1b8f7b73621f
4499,Evelyn,Newsome,580 Hollow Wood Road Montgomery ,AL ,36109,Evelyn.Newsome@gmail.com,Red Light,42d45aa9c25384b81eb1202b23e9b65fd9499d41
4500,Raymond,Knesek,4001 Anderson Road Nashville ,TN ,37217,Raymond.Knesek@gmail.com,Yellow Light,d8af8d211e14a3a4642144a126763aecd530927e
4501,Erin,Cox,511 Norton Avenue Nashville ,TN ,37207,Erin.Cox@gmail.com,Green Light,b617af26bf9f9bbb8409b4ab2d73507a306467b4
4502,Mary,Rautenstrauch,2036 Hermitage Hills Drive Gambrills ,MD ,21054,Mary.Rautenstrauch@gmail.com,Yellow Light,6673bdba49ec1d7e153cc9f14388d879fac92ba2
4503,Christine,Walsh,7810 Spring Farm Pointe Place Prospect ,KY ,40059,Christine.Walsh@gmail.com,Green Light,83c12b6314db44421270b654d4af7d8cd31da716
4504,Cathy,Johnson,1123 Ardee Avenue Nashville ,TN ,37216,Cathy.Johnson@gmail.com,Green Light,9a1da03a06a00678a23e71d24554d5b8d93c2ca6
4505,Barbara,Couzens,107 West Canton Circle Springfield ,MA ,01104,Barbara.Couzens@gmail.com,Yellow Light,fbeace0a69ad3dbf5ffe84235be7798988a50120
4506,Catherine,Stowe,12245 West 71st Place Arvada ,CO ,80004,Catherine.Stowe@gmail.com,Red Light,c2065f89cc72f8d748a42290775140d33f792b07
4507,Keith,Delima,3808 Richland Avenue Nashville ,TN ,37205,Keith.Delima@gmail.com,Red Light,2d512b7b67755c098c2789d69140ddeeaddcea53
4508,Patricia,Roa,8404 South Villa Avenue Oklahoma City ,OK ,73159,Patricia.Roa@gmail.com,Yellow Light,04fe0c68f6b1e69ba2c8279f81d4d75b639c23bb
4509,James,Beck,10763 West 54th Place Arvada ,CO ,80002,James.Beck@gmail.com,Green Light,5143b5e1719027c2923f5d930962efe91ce80bbb
4510,Ethel,Colton,7405 River Park Drive Nashville ,TN ,37221,Ethel.Colton@gmail.com,Green Light,e90a4d26798a67fb7b7707bc2d6dcd2a63a33f61
4511,Anthony,Wagaman,121 Mills Run Drive Savannah ,GA ,31405,Anthony.Wagaman@gmail.com,Yellow Light,8cc9e26f0ffd6c69171eba2149af705be680337c
4512,Larry,Decker,1120 Mitchell Young Road Montgomery ,AL ,36108,Larry.Decker@gmail.com,Red Light,6c76ac72ddf0b6d65d8bad981036a9627d7471cb
4513,Robert,Vargas,7947 Citadel Drive Severn ,MD ,21144,Robert.Vargas@gmail.com,Yellow Light,8871519681dae9a7d99f04a98e3c04ad9f2bf84c
4514,Charles,Young,5337 West Wheeler Road Fayetteville ,AR ,72704,Charles.Young@gmail.com,Red Light,dcfa1966a0e47e80be53f4d1e87cee0ab2c42a32
4515,George,Graves,580 Hollow Wood Road Montgomery ,AL ,36109,George.Graves@gmail.com,Red Light,34a677e240858a402fd7bdfe3370a6388d9b1484
4516,Joanna,Wright,112 Shannon Road Colchester ,VT ,05446,Joanna.Wright@gmail.com,Red Light,4a9d52813a94eff92761122265184745182dbd57
4517,Verna,Yancik,2315 Chestnut Street Montgomery ,AL ,36107,Verna.Yancik@gmail.com,Yellow Light,cb3c700e1de209eb3f6b1e1a39363d791814a411
4518,Tim,Dixon,1828 East Parkshore Drive Fayetteville ,AR ,72703,Tim.Dixon@gmail.com,Red Light,e398e1d6706209c43c77b71bf39d6963b11447c7
4519,Harold,Lenoir,412 West Ila Street Fayetteville ,AR ,72701,Harold.Lenoir@gmail.com,Yellow Light,bd77522652cbe0773a1f1f7b13f6102afc02d96e
4520,Lowell,Young,163 Highwood Drive Manchester ,CT ,06040,Lowell.Young@gmail.com,Red Light,b8d0ff1b789821bb6e0ed469588bdee331df58a6
4521,Paul,Koral,1011 Irving Street Northeast Washington ,DC ,20017,Paul.Koral@gmail.com,Green Light,839bcbe69c559fbab717c5d162191e0312af32c5
4522,Glenda,Peters,8202 Dudley Way Arvada ,CO ,80005,Glenda.Peters@gmail.com,Yellow Light,8835dd614d03d2b482104d2736e28c5f71667a89
4523,Jennifer,Brown,1320 Huffman Park Drive Anchorage ,AK ,99515,Jennifer.Brown@gmail.com,Green Light,788f327f4fa495d204b61f448b5be3325f21ceee
4524,James,Horne,58 North U.S.A Drive Fayetteville ,AR ,72701,James.Horne@gmail.com,Yellow Light,261ccdc09e1c08cb0b2f2c961713a13cc6942ba4
4525,Jacob,Vasquez,105 Inglewood Drive Glen Burnie ,MD ,21060,Jacob.Vasquez@gmail.com,Yellow Light,6b3f70f57df6cbf6b9b6f9da2c4ba3a9b412c957
4526,Ashley,Thompson,4920 Quonset Drive Sacramento ,CA ,95820,Ashley.Thompson@gmail.com,Green Light,def60ba6afea16bce370ab2d48d36c6133182708
4527,Scott,Littell,1734 Corcoran Street Northwest Washington ,DC ,20009,Scott.Littell@gmail.com,Red Light,60bf267b08a678b88957d4b8089211b082c81572
4528,Albert,Allen,1255 U.S. Route 5 North Windsor ,VT ,05089,Albert.Allen@gmail.com,Red Light,e84044e5bea22236848507acf7421e5d6f8ea1ab
4529,Seth,Boston,721 Bay Ridge Avenue Annapolis ,MD ,21403,Seth.Boston@gmail.com,Yellow Light,30032adeabe7d03776eff8c89bd5b20ceddc8bd2
4530,Betty,Sutherland,833 South Brownell Road Williston ,VT ,05495,Betty.Sutherland@gmail.com,Green Light,d58e4362925ca3ae0cfbec7943ae792e1bff9b96
4531,Mildred,Dyson,15847 West 74th Place Arvada ,CO ,80007,Mildred.Dyson@gmail.com,Yellow Light,0c4f4171f709c3bc5be73f2fa9c3ca0e92b74a33
4532,Janay,Holmes,3446 Northwest 48th Street Oklahoma City ,OK ,73112,Janay.Holmes@gmail.com,Green Light,13294d3f4c777dafbc26faabdd28b69bfe3b6cfd
4533,John,Allen,3365 South Cato Springs Road Fayetteville ,AR ,72701,John.Allen@gmail.com,Green Light,8c947af9f028a9b5a8ceb396a732956fabb2f063
4534,Bruce,Linquist,111 Lakeview Terrace Lynn Haven ,FL ,32444,Bruce.Linquist@gmail.com,Green Light,bf434ee41342bcdcb6e6664142ec22c243d70002
4535,Ann,Salter,7453 West Melinda Lane Glendale ,AZ ,85308,Ann.Salter@gmail.com,Red Light,95c9b8e5447cf13ece7c32efdb7911e9c1fb1af0
4536,Julia,Burns,2375 Main Street Palmer ,MA ,01069,Julia.Burns@gmail.com,Red Light,19edf827c84cb3583f8c923295acf8f1467e9803
4537,Megan,Williams,1208 Elkader Court North Nashville ,TN ,37013,Megan.Williams@gmail.com,Red Light,f18c66215707a05ec57a4484242f7f4753fcffb2
4538,Kathleen,Mcpherson,1426 C Street Southeast Washington ,DC ,20003,Kathleen.Mcpherson@gmail.com,Green Light,018073276e2e9a6fda64db60ebd2d7cd78462773
4539,Cindy,Fadden,3704 Hughes Road Louisville ,KY ,40207,Cindy.Fadden@gmail.com,Red Light,c7e589656414905bf47f8b3ec620b3339a1fcb1b
4540,Evelyn,Spataro,921 Woodmont Boulevard Nashville ,TN ,37204,Evelyn.Spataro@gmail.com,Yellow Light,877afe6a98885e9647cfdd2a805563ecf0bff9a8
4541,Johnny,Juneau,117 South Capitol Parkway Montgomery ,AL ,36107,Johnny.Juneau@gmail.com,Red Light,7a07e4c4c7f167667126c41e79fd3a1dd2002de8
4542,Jana,Hanson,347 Brewer Drive Nashville ,TN ,37211,Jana.Hanson@gmail.com,Green Light,75b87c0cf34f53989d729156b7250786c2191a90
4543,Jerry,Jackson,7650 West 68th Avenue Arvada ,CO ,80004,Jerry.Jackson@gmail.com,Green Light,62f24c8d5b8d3bb2256f04c65f7e988c1075d122
4544,Carolyn,Dudley,618 Watts Street Montgomery ,AL ,36104,Carolyn.Dudley@gmail.com,Red Light,c3f64efcf2e6ec8b76c2b03244b37549f0578cbf
4545,Felicia,Jares,3320 Peterkin Avenue Anchorage ,AK ,99508,Felicia.Jares@gmail.com,Yellow Light,a4411feb370d708e8d41d3095155186bb6904a45
4546,Jacob,Alejandro,7018 Russell Court Arvada ,CO ,80007,Jacob.Alejandro@gmail.com,Red Light,1812645459108adff466961d8c4726561ec7e7e7
4547,Marie,Worden,145 Great Western Road Yarmouth ,MA ,02664,Marie.Worden@gmail.com,Red Light,ac21b964c14631f89c521a8e0af1d22af8a307a6
