,Date,First Name,Last Name,Street Address,State,Postal Code,Email,Status,Notes,Recruit_id,Trainer_id
6456,02/09/2022,Derrick,Kulesa,10841 Sutter Circle Sutter Creek ,CA ,95685,Derrick.Kulesa@gmail.com,Yellow Light,N/A,57eb18d08f7bf847b8b247a151aef23df16210cd,12c6fc06c99a462375eeb3f43dfd832b08ca9e17
6457,12/18/2022,Amy,Reyes,661 West Corinth Road Washington ,VT ,05675,Amy.Reyes@gmail.com,Red Light,N/A,a231b267c10a11227e0ec1e8c4b3bf59ee035740,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f
6458,05/13/2020,Patricia,Brown,8821 West Myrtle Avenue Glendale ,AZ ,85305,Patricia.Brown@gmail.com,Yellow Light,N/A,d234e901168b3dd5ab4929c2db750b128e823652,972a67c48192728a34979d9a35164c1295401b71
6459,09/25/2021,Jeffrey,Haworth,46 Sugarloaf Hill Road Warren ,VT ,05674,Jeffrey.Haworth@gmail.com,Green Light,N/A,b5e1c934301aa16462505d09831c2de912411cce,887309d048beef83ad3eabf2a79a64a389ab1c9f
6460,10/28/2022,James,Winters,14 Huntington Street Manchester ,CT ,06040,James.Winters@gmail.com,Green Light,N/A,6f3ee2234a378e7d6b96c49b389f57990fddba19,2e01e17467891f7c933dbaa00e1459d23db3fe4f
6461,11/17/2020,Frederick,Vesco,848 Vermont 14 Woodbury ,VT ,05650,Frederick.Vesco@gmail.com,Red Light,N/A,9768770fa5f8e8cff3a01936f4877543bfd1afde,887309d048beef83ad3eabf2a79a64a389ab1c9f
6462,09/18/2020,Joseph,Holley,8112 Equestrian Drive Severn ,MD ,21144,Joseph.Holley@gmail.com,Red Light,N/A,23ca2abfc3acb4585881fae00ce861efdbf5bde4,cb7a1d775e800fd1ee4049f7dca9e041eb9ba083
6463,10/29/2022,Wendy,Wainwright,8772 West 79th Avenue Arvada ,CO ,80005,Wendy.Wainwright@gmail.com,Yellow Light,N/A,7f06358a344df417141e10e2e37b997d8bdc17c2,b1d5781111d84f7b3fe45a0852e59758cd7a87e5
6464,06/05/2023,Guadalupe,Parker,301 Southeast 37th Street Oklahoma City ,OK ,73129,Guadalupe.Parker@gmail.com,Red Light,N/A,e659d9c937fbe96824f9e0c4a22acc3ed4b182bb,472b07b9fcf2c2451e8781e944bf5f77cd8457c8
6465,12/31/2022,Ella,Fields,1010 M Street Northwest Washington ,DC ,20001,Ella.Fields@gmail.com,Red Light,N/A,8434847ddd115ba19cb7a99d82626fc9ab35aa54,f1abd670358e036c31296e66b3b66c382ac00812
6466,08/29/2020,Irene,Zink,505 Tarpon Street Panama City Beach ,FL ,32413,Irene.Zink@gmail.com,Yellow Light,N/A,7e7c278d85514aac0155c283b1748cb9c135f297,22d200f8670dbdb3e253a90eee5098477c95c23d
6467,12/01/2022,Mark,Slagle,4809 Trappers Ridge Nashville ,TN ,37013,Mark.Slagle@gmail.com,Yellow Light,N/A,c3260310ede9a726606930256e263a7a94919305,0ade7c2cf97f75d009975f4d720d1fa6c19f4897
6468,08/19/2021,Kenneth,Savory,175 Oak Street Manchester ,CT ,06040,Kenneth.Savory@gmail.com,Green Light,N/A,766bdc76235682eea061d5526f793497220261fe,9e6a55b6b4563e652a23be9d623ca5055c356940
6469,10/24/2021,William,Oconnell,3827 West Chapman Avenue Orange ,CA ,92868,William.Oconnell@gmail.com,Red Light,N/A,0d7bdb9071b14fa0a6d90b4095fd94f49cbe7cc3,1574bddb75c78a6fd2251d61e2993b5146201319
6470,07/05/2021,Eunice,Myers,302 Elberta Street Nashville ,TN ,37210,Eunice.Myers@gmail.com,Yellow Light,N/A,5aa65b8e59ac5904efb5d6f66896e2d36d144ad2,632667547e7cd3e0466547863e1207a8c0c0c549
6471,02/02/2021,Jaclyn,Salstrom,14006 Coffee Bluff Road Savannah ,GA ,31419,Jaclyn.Salstrom@gmail.com,Yellow Light,N/A,348245a53b8c34f2add0e71d3841c0876d46e08c,bc33ea4e26e5e1af1408321416956113a4658763
6472,01/07/2022,Noel,Hill,816 West 19th Avenue Anchorage ,AK ,99503,Noel.Hill@gmail.com,Red Light,N/A,8bdd4e95ed3446bb07c953d4b92d36632c555d87,fa35e192121eabf3dabf9f5ea6abdbcbc107ac3b
6473,09/07/2022,Michael,Walker,910 Arlington Terrace Fayetteville ,AR ,72701,Michael.Walker@gmail.com,Yellow Light,N/A,4388050ebd6fd83fcdf985c1f0e9690708d42257,fe2ef495a1152561572949784c16bf23abb28057
6474,01/23/2021,Gertrude,Leonard,12403 Deerfield Road Savannah ,GA ,31419,Gertrude.Leonard@gmail.com,Yellow Light,N/A,d40853d950fc2345bda19731b8b9f50ad613dc3e,b1d5781111d84f7b3fe45a0852e59758cd7a87e5
6475,04/07/2023,Nancy,Daniels,18 Cambridge Street Manchester ,CT ,06042,Nancy.Daniels@gmail.com,Green Light,N/A,21fc6433390701371d6f7973dd078872d014c2e7,12c6fc06c99a462375eeb3f43dfd832b08ca9e17
6476,11/22/2021,John,Hughes,1256 Talbert Street Southeast Washington ,DC ,20020,John.Hughes@gmail.com,Yellow Light,N/A,5222e56247198632371610af2c2be4dc17f24447,fb644351560d8296fe6da332236b1f8d61b2828a
6477,12/06/2022,Richard,James,6073 Harlan Street Arvada ,CO ,80003,Richard.James@gmail.com,Red Light,N/A,393b556951fa41a064caeb6eab750f0823b3a356,b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f
6478,05/26/2021,Simon,Chavis,14505 Landis Villa Drive Louisville ,KY ,40245,Simon.Chavis@gmail.com,Green Light,N/A,b097d10a6a34cf02db65c5e8f828870fdc99cbb5,cb7a1d775e800fd1ee4049f7dca9e041eb9ba083
6479,10/19/2020,Alvin,Dickert,512 Danley Court Nashville ,TN ,37013,Alvin.Dickert@gmail.com,Yellow Light,N/A,b1a3d05dc44a075e327326dc857edf4418bdb9bc,fe2ef495a1152561572949784c16bf23abb28057
6480,05/28/2020,Robert,Patrone,8421 Thomas Drive Panama City ,FL ,32408,Robert.Patrone@gmail.com,Red Light,N/A,91fb4725cc79c6942e2d17d737d2e997546b209a,ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4
6481,10/01/2020,Donald,Hoemann,3203 US Highway 98 Mexico Beach ,FL ,32456,Donald.Hoemann@gmail.com,Yellow Light,N/A,8d533041d806faa82668d0552178010d36a7e9cb,7b52009b64fd0a2a49e6d8a939753077792b0554
6482,04/17/2023,Karen,Johnson,1612 Beech Street Louisville ,KY ,40211,Karen.Johnson@gmail.com,Red Light,N/A,922f7f0bf2a607749f6c2ee7d8632f00d35e7b4d,22d200f8670dbdb3e253a90eee5098477c95c23d
6483,01/31/2021,Oliver,Paulson,357 Chaplin Street Southeast Washington ,DC ,20019,Oliver.Paulson@gmail.com,Green Light,N/A,d201e8f7af68857455a00953c2ce2d2ca645711b,bc33ea4e26e5e1af1408321416956113a4658763
6484,03/21/2023,Jeffrey,Gomez,10725 Sunset Boulevard Spencer ,OK ,73084,Jeffrey.Gomez@gmail.com,Red Light,N/A,dff158167de73ec4842713e12798eae92c77bbd8,ca3512f4dfa95a03169c5a670a4c91a19b3077b4
6485,06/09/2020,Bonnie,Vaught,715 36.1 Road Palisade ,CO ,81526,Bonnie.Vaught@gmail.com,Green Light,N/A,3180c421bf7cba9840b74c4f30824a6f130d5fa7,b6692ea5df920cad691c20319a6fffd7a4a766b8
6486,03/19/2023,Joseph,Flowers,802 Virginia Avenue Lynn Haven ,FL ,32444,Joseph.Flowers@gmail.com,Red Light,N/A,ca70d4e4a3c15b3e070cf6fab60e68bca1b34eec,91032ad7bbcb6cf72875e8e8207dcfba80173f7c
6487,03/01/2020,Maura,Celaya,463 Pecan Tree Drive Montgomery ,AL ,36109,Maura.Celaya@gmail.com,Yellow Light,N/A,a43d73ef0208cca3db3ae1fa44565f6481531b60,1574bddb75c78a6fd2251d61e2993b5146201319
6488,06/23/2022,Jack,Wilson,589 East Main Street Newport ,VT ,05855,Jack.Wilson@gmail.com,Yellow Light,N/A,cea6757b9a1e6cbf99259cb29e05be33cd6913ba,77de68daecd823babbb58edb1c8e14d7106e83bb
6489,02/15/2022,Stephanie,Sharpe,505 Southeast 32nd Street Oklahoma City ,OK ,73129,Stephanie.Sharpe@gmail.com,Green Light,N/A,774432b0462bf4e2a96c4232e789bd88613a4c74,f1f836cb4ea6efb2a0b1b99f41ad8b103eff4b59
6490,02/26/2022,Gail,Loving,4010 Governors Drive Montgomery ,AL ,36111,Gail.Loving@gmail.com,Yellow Light,N/A,8ee9934921efa5e8843262330c5369578d0c5258,9e6a55b6b4563e652a23be9d623ca5055c356940
6491,10/01/2021,Teresa,Levasseur,4339 Benning Road Northeast Washington ,DC ,20019,Teresa.Levasseur@gmail.com,Red Light,N/A,386705522aaa137267c45d9be5d0b1982c3b3f57,b6692ea5df920cad691c20319a6fffd7a4a766b8
6492,03/06/2023,Maria,Gardner,1753 Zion Road Fayetteville ,AR ,72703,Maria.Gardner@gmail.com,Red Light,N/A,63d4c779958da5008dd0a82f75ae07328fa1a7f7,22d200f8670dbdb3e253a90eee5098477c95c23d
6493,05/19/2023,Amber,Smith,2115 Northwest 22nd Street Oklahoma City ,OK ,73107,Amber.Smith@gmail.com,Green Light,N/A,c7ed6819134b914a9e99164d0665722208e73d9a,cb7a1d775e800fd1ee4049f7dca9e041eb9ba083
6494,06/18/2023,Desmond,Easter,1699 Chatham Parkway Savannah ,GA ,31405,Desmond.Easter@gmail.com,Green Light,N/A,8bfa385c59921f1dda3e5c61896004594602be55,1574bddb75c78a6fd2251d61e2993b5146201319
6495,12/28/2022,Ronald,Sotomayor,7450 Wade Circle Anchorage ,AK ,99518,Ronald.Sotomayor@gmail.com,Green Light,N/A,d214cfad7171f68ae7488bea1cda1f64c65ed51b,472b07b9fcf2c2451e8781e944bf5f77cd8457c8
6496,04/29/2021,Blanca,Washington,915 Heath Drive Montgomery ,AL ,36108,Blanca.Washington@gmail.com,Green Light,N/A,3383520465819762520f8b3ed1cbf0b3dd480e63,cb4e5208b4cd87268b208e49452ed6e89a68e0b8
6497,06/26/2021,Eric,Porter,6748 West San Juan Avenue Glendale ,AZ ,85303,Eric.Porter@gmail.com,Green Light,N/A,a44859e591b8892e17a55bd3306f785ab0aa9b61,fb644351560d8296fe6da332236b1f8d61b2828a
6498,05/16/2021,Donna,Wilcox,325 Irwin Street Anchorage ,AK ,99508,Donna.Wilcox@gmail.com,Red Light,N/A,8c232d947ba588c2e06f9d656279eb19a9e1373a,f6e1126cedebf23e1463aee73f9df08783640400
6499,10/14/2022,Steven,Hesse,207 Maple Hill Road Shaftsbury ,VT ,05262,Steven.Hesse@gmail.com,Yellow Light,N/A,edbdf131857617e3d963d6c0b677b0b3c1db4d61,98fbc42faedc02492397cb5962ea3a3ffc0a9243
6500,12/02/2021,Irving,Moyer,7085 Gladiola Street Arvada ,CO ,80004,Irving.Moyer@gmail.com,Yellow Light,N/A,f2c230f2c658a16386310f0efae7d49ae9d98743,1b6453892473a467d07372d45eb05abc2031647a
6501,08/03/2022,Kimberly,Evans,228 Common Street Braintree ,MA ,02184,Kimberly.Evans@gmail.com,Red Light,N/A,810c21d13ef03ed2458d53b6ce5a1290e72e8c99,827bfc458708f0b442009c9c9836f7e4b65557fb
6502,03/10/2020,Connie,Nichols,15082 North 59th Avenue Glendale ,AZ ,85306,Connie.Nichols@gmail.com,Green Light,N/A,927851880b6dbc88086d193e0e0840f0f3b317d1,d435a6cdd786300dff204ee7c2ef942d3e9034e2
6503,07/29/2021,Michael,Good,1013 Balboa Avenue Capitola ,CA ,95010,Michael.Good@gmail.com,Green Light,N/A,41c3d6c5a26b5c28d8c16dbb2515324485cb350a,9e6a55b6b4563e652a23be9d623ca5055c356940
6504,01/16/2022,Sally,Spencer,2917 Miramar Drive Fayetteville ,AR ,72704,Sally.Spencer@gmail.com,Green Light,N/A,a252a6fc02b0e6b6b0d74c8198b7ebcf100c7d7c,0ade7c2cf97f75d009975f4d720d1fa6c19f4897
6505,04/21/2022,Wanda,Brevard,240 Lynwood Drive Montgomery ,AL ,36105,Wanda.Brevard@gmail.com,Yellow Light,N/A,6d8107af8eac93dad8760d6be4071c96e7b6bde3,887309d048beef83ad3eabf2a79a64a389ab1c9f
6506,06/03/2020,Scott,Yang,7701 Southwest 104th Street Oklahoma City ,OK ,73169,Scott.Yang@gmail.com,Yellow Light,N/A,6b897a9f831a709b723d22fdac7e7a4d9d8c50be,b1d5781111d84f7b3fe45a0852e59758cd7a87e5
6507,08/02/2021,June,Bocook,18 Densmore Drive Essex ,VT ,05452,June.Bocook@gmail.com,Yellow Light,N/A,d6777d0a6e59bf395858ebd3f2869484bd73776a,f1abd670358e036c31296e66b3b66c382ac00812
6508,01/27/2020,Tracy,Dalton,4207 Ranch Drive Edmond ,OK ,73013,Tracy.Dalton@gmail.com,Red Light,N/A,9bb63a3cc25d6857da3fe4342b9a832f0c93e8ed,356a192b7913b04c54574d18c28d46e6395428ab
6509,10/02/2021,Ma,Clifford,236 Middle Turnpike East Manchester ,CT ,06040,Ma.Clifford@gmail.com,Green Light,N/A,3ade53711db854fe223343a00e83acc6fdfc195b,4d134bc072212ace2df385dae143139da74ec0ef
6510,11/03/2020,Marjorie,Maske,618 Watts Street Montgomery ,AL ,36104,Marjorie.Maske@gmail.com,Green Light,N/A,20a8f1f81f19c43ba571c0440e9c7dcccc1de9ee,1b6453892473a467d07372d45eb05abc2031647a
6511,09/12/2021,Fred,Francis,2 Ambelwood Way Savannah ,GA ,31411,Fred.Francis@gmail.com,Yellow Light,N/A,09137ef8f26aab98320bbd934751192a08c0c91b,cb7a1d775e800fd1ee4049f7dca9e041eb9ba083
6512,03/11/2020,Adam,Houston,10124 Watsonville Road Louisville ,KY ,40272,Adam.Houston@gmail.com,Green Light,N/A,c6e7ec8f7135ec29a32b94c550c6ec52dfb725a9,356a192b7913b04c54574d18c28d46e6395428ab
6513,07/05/2020,Robert,Blackwell,1330 West 82nd Avenue Anchorage ,AK ,99518,Robert.Blackwell@gmail.com,Red Light,N/A,afe984f6efc014061646dedab2caf9773c4baa0f,b1d5781111d84f7b3fe45a0852e59758cd7a87e5
6514,07/03/2021,Thomas,Balding,6007 Applegate Lane Louisville ,KY ,40219,Thomas.Balding@gmail.com,Green Light,N/A,77c310ae30213d8a605548ec60fb1000a10ca1e3,0a57cb53ba59c46fc4b692527a38a87c78d84028
6515,07/25/2022,Kyle,Godfrey,7809 Highway 2302 Panama City ,FL ,32409,Kyle.Godfrey@gmail.com,Yellow Light,N/A,00b5910f47ab93a66b67bb2cf35b55395f6d77c3,22d200f8670dbdb3e253a90eee5098477c95c23d
6516,02/06/2023,Kristan,Jack,9 South Pinyon Point Fayetteville ,AR ,72701,Kristan.Jack@gmail.com,Green Light,N/A,8e874d2f18b40c39d8ddda19c1471ef20ffaff9c,7719a1c782a1ba91c031a682a0a2f8658209adbf
6517,01/05/2021,Steve,Gilmore,644 Byam Road Bethel ,VT ,05032,Steve.Gilmore@gmail.com,Green Light,N/A,1e6f308a4c2e274a6d726535eec2b5c9e8189243,1574bddb75c78a6fd2251d61e2993b5146201319
6518,07/11/2021,Joan,Condict,8 Village Circle Randolph ,VT ,05060,Joan.Condict@gmail.com,Green Light,N/A,b6773f7b70280a301bddc4e7bdf2dc21134bbaf5,0286dd552c9bea9a69ecb3759e7b94777635514b
6519,04/26/2020,Naomi,Jones,131 Kent Drive Manchester ,CT ,06042,Naomi.Jones@gmail.com,Red Light,N/A,a947fce9ece9e418fc7f6e71864c3df2cf243b0d,472b07b9fcf2c2451e8781e944bf5f77cd8457c8
6520,10/17/2020,Donald,Burrow,3194 Bladensburg Road Northeast Washington ,DC ,20018,Donald.Burrow@gmail.com,Green Light,N/A,e6a88ac92b45a82921241657247c72a56ca2ea6e,fb644351560d8296fe6da332236b1f8d61b2828a
6521,05/13/2023,Hipolito,Durden,305 Becket Avenue Louisville ,KY ,40118,Hipolito.Durden@gmail.com,Red Light,N/A,1a8d633abcb78e5aa4e7566e045d7592d704d3d8,472b07b9fcf2c2451e8781e944bf5f77cd8457c8
6522,04/20/2021,Trisha,Steiner,7419 West Hill Lane Glendale ,AZ ,85310,Trisha.Steiner@gmail.com,Green Light,N/A,e30359776f8f0bb9bd6975c55665d44bea00557d,0a57cb53ba59c46fc4b692527a38a87c78d84028
6523,09/30/2020,Frank,Goyco,882 Plantation Way Montgomery ,AL ,36117,Frank.Goyco@gmail.com,Red Light,N/A,b526fb9d950684f1f47deb097a0bf4c3422c58b1,0716d9708d321ffb6a00818614779e779925365c
6524,06/20/2020,Elaine,Broyles,13531 West 72nd Drive Arvada ,CO ,80005,Elaine.Broyles@gmail.com,Green Light,N/A,25b2886706c01727a759ef204310085a40eed003,b6692ea5df920cad691c20319a6fffd7a4a766b8
6525,01/06/2023,Libby,Porath,519 Roxboro Place Northwest Washington ,DC ,20011,Libby.Porath@gmail.com,Green Light,N/A,acfd522661bd0f878da7b9440089bff2dfb1c0d6,7719a1c782a1ba91c031a682a0a2f8658209adbf
6526,03/30/2023,Nathalie,Downs,3207 Art Hall Lane Pasadena ,MD ,21122,Nathalie.Downs@gmail.com,Red Light,N/A,03e1af99015ff0d7804fd1f26c986382453e2f7c,17ba0791499db908433b80f37c5fbc89b870084b
6527,09/24/2021,Laura,Carlyle,7 Underwood Place Northwest Washington ,DC ,20012,Laura.Carlyle@gmail.com,Yellow Light,N/A,0cb2a7a89bafc83c6573896df3e12feae307cc35,fe2ef495a1152561572949784c16bf23abb28057
6528,06/18/2023,Gordon,Webb,3500 Blanchard Drive Southwest Washington ,DC ,20032,Gordon.Webb@gmail.com,Yellow Light,N/A,2a859119c8e19ad28ef24192371ebb360beb79c5,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f
6529,07/08/2020,Keith,Pacitto,7309 Live Oak Court Montgomery ,AL ,36117,Keith.Pacitto@gmail.com,Yellow Light,N/A,a5e089bf3e2648f49ecb4b8c6c2badbbd1ce3eba,f6e1126cedebf23e1463aee73f9df08783640400
6530,07/30/2020,Edward,Pishko,3825 West Muhammad Ali Boulevard Louisville ,KY ,40212,Edward.Pishko@gmail.com,Yellow Light,N/A,0c155cf5320a08eb24b1c3e04d287820ee2ba91e,fb644351560d8296fe6da332236b1f8d61b2828a
6531,08/24/2020,John,Walker,123 Blossom Road Westport ,MA ,02790,John.Walker@gmail.com,Red Light,N/A,d8a983a41b3f40dd3ac3cdedb3ff95420f26ae6d,632667547e7cd3e0466547863e1207a8c0c0c549
6532,01/31/2020,Isaac,Przygocki,37 Fieldside Drive Groton ,CT ,06340,Isaac.Przygocki@gmail.com,Yellow Light,N/A,30cdb6b1cde2d05327d784bc1ed003ef6396a2ef,761f22b2c1593d0bb87e0b606f990ba4974706de
6533,09/24/2021,Jack,Jones,276 Adams Street Quincy ,MA ,02169,Jack.Jones@gmail.com,Yellow Light,N/A,0a29e9211f5b669b253b3f8becfd4f0e45f2d290,ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4
6534,02/04/2022,Gina,Lopez,3065 East Pebblestone Drive Fayetteville ,AR ,72701,Gina.Lopez@gmail.com,Red Light,N/A,39b686c6df8a51b4371999ec1aa59d0bd6f9088b,b6692ea5df920cad691c20319a6fffd7a4a766b8
6535,01/18/2021,Stephanie,Schwenck,5747 West Missouri Avenue Glendale ,AZ ,85301,Stephanie.Schwenck@gmail.com,Red Light,N/A,ab5ea780b7f7f322d77632b5e124710b82ff012b,da4b9237bacccdf19c0760cab7aec4a8359010b0
6536,03/23/2023,Lori,Ingle,2703 Woolsey Street Berkeley ,CA ,94705,Lori.Ingle@gmail.com,Yellow Light,N/A,26ed8c4bc5f299705ef999be7219a58f2580f489,632667547e7cd3e0466547863e1207a8c0c0c549
6537,08/20/2021,Lynette,Santos,2909 Minnesota Avenue Lynn Haven ,FL ,32444,Lynette.Santos@gmail.com,Red Light,N/A,72f1ee430db315d96288c363d61e356bcabdb0e8,0716d9708d321ffb6a00818614779e779925365c
6538,12/13/2020,Horace,Anderson,8063 Regency Drive Pleasanton ,CA ,94588,Horace.Anderson@gmail.com,Green Light,N/A,28bccb05e0dcfc01045be790f0517cd7a12f5b7c,fe5dbbcea5ce7e2988b8c69bcfdfde8904aabc1f
6539,09/09/2020,Steve,Lofton,1421 Floral Street Northwest Washington ,DC ,20012,Steve.Lofton@gmail.com,Green Light,N/A,993f8807d5662b7e77216819bb24d242313109a9,fe2ef495a1152561572949784c16bf23abb28057
6540,11/15/2021,Austin,Castillo,1313 Southwest 14th Street Oklahoma City ,OK ,73108,Austin.Castillo@gmail.com,Yellow Light,N/A,faf39d22f0a6a18c6b8f72f0f4f5bf040c45cf25,7b52009b64fd0a2a49e6d8a939753077792b0554
6541,04/16/2020,Pedro,Lowe,1004 Bellflower Street Livermore ,CA ,94551,Pedro.Lowe@gmail.com,Yellow Light,N/A,dab9607baa2f8ed1402f4c2b7b67da50fbb3e766,827bfc458708f0b442009c9c9836f7e4b65557fb
6542,03/06/2023,Laura,Fobes,517 Copperfield Way Brentwood ,TN ,37027,Laura.Fobes@gmail.com,Yellow Light,N/A,4597333b712161c96985ef8842770aa9968c4706,0ade7c2cf97f75d009975f4d720d1fa6c19f4897
6543,07/07/2022,Loretta,Santana,722 13th Street Northeast Washington ,DC ,20002,Loretta.Santana@gmail.com,Red Light,N/A,b1e41c614dec61d481db6e3920ac242b6e7e25b3,b3f0c7f6bb763af1be91d9e74eabfeb199dc1f1f
6544,03/29/2021,Rudy,Obanion,1644 Queenstown Road Nichols Hills ,OK ,73116,Rudy.Obanion@gmail.com,Yellow Light,N/A,02ddca47332754cc84a6a1ba0421446ace39bf3b,cb7a1d775e800fd1ee4049f7dca9e041eb9ba083
6545,07/02/2023,Linda,Mitchell,425 Middle Turnpike East Manchester ,CT ,06040,Linda.Mitchell@gmail.com,Yellow Light,N/A,07e9f3ebce7af31e972dc0185a5654e56fd251b7,7719a1c782a1ba91c031a682a0a2f8658209adbf
6546,03/14/2021,Hector,Robinson,116 9th Street Southeast Washington ,DC ,20003,Hector.Robinson@gmail.com,Green Light,N/A,8bbdde33a8a1e08ecbabb0a0a3a562c5416d3966,fc074d501302eb2b93e2554793fcaf50b3bf7291
6547,06/06/2023,Laronda,Carlson,3302 Woodland Park Drive Anchorage ,AK ,99517,Laronda.Carlson@gmail.com,Yellow Light,N/A,862c6e7424e13482910f0aa6af53048d91955bfe,e1822db470e60d090affd0956d743cb0e7cdf113
6548,10/27/2020,Anita,Colflesh,37608 2nd Street Fremont ,CA ,94536,Anita.Colflesh@gmail.com,Green Light,N/A,af806cab589c5ee4dd9dec0b5006dfd1c9774367,7b52009b64fd0a2a49e6d8a939753077792b0554
6549,01/10/2022,Henry,Scott,34 Belair Drive Holbrook ,MA ,02343,Henry.Scott@gmail.com,Green Light,N/A,243980c3ba5dbea70d18055c94354600fffc052b,472b07b9fcf2c2451e8781e944bf5f77cd8457c8
6550,04/12/2022,Rachel,Foley,10304 North 179th Drive Waddell ,AZ ,85355,Rachel.Foley@gmail.com,Red Light,N/A,83f70f88a201db3980295d078c7c5e0416576e09,17ba0791499db908433b80f37c5fbc89b870084b
6551,10/19/2022,Amy,Castaneda,327 Fairway Boulevard Panama City Beach ,FL ,32407,Amy.Castaneda@gmail.com,Red Light,N/A,7357a2b32218fb05fdcf673a4f925cc313c338ec,0a57cb53ba59c46fc4b692527a38a87c78d84028
6552,04/07/2020,Dee,Corson,7102 North 43rd Avenue Glendale ,AZ ,85301,Dee.Corson@gmail.com,Green Light,N/A,3c7948a9c46651a2fcfb0a0d9ed7ae358a10914d,12c6fc06c99a462375eeb3f43dfd832b08ca9e17
6553,03/10/2020,Joseph,Thomas,1209 Parker Street Berkeley ,CA ,94702,Joseph.Thomas@gmail.com,Red Light,N/A,0c63ed35119a8ebfd4382538d7605c6a0490e84f,356a192b7913b04c54574d18c28d46e6395428ab
6554,06/03/2023,Tamara,Webster,9300 C Street Oakland ,CA ,94603,Tamara.Webster@gmail.com,Yellow Light,N/A,6d4798b925d0651855ad3a5ebd5a519a9ae07851,cb4e5208b4cd87268b208e49452ed6e89a68e0b8
6555,08/03/2021,Yoshiko,Sprague,1709 Southeast 51st Street Oklahoma City ,OK ,73129,Yoshiko.Sprague@gmail.com,Red Light,N/A,a2b6b01fe4c7d5200981790b7c4fdc13b71cfe85,ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4
6556,07/19/2020,Phyllis,Wells,6473 Zephyr Street Arvada ,CO ,80004,Phyllis.Wells@gmail.com,Red Light,N/A,c5d3c43690502e8eced9c09bc2b0984499bbea06,356a192b7913b04c54574d18c28d46e6395428ab
6557,03/03/2021,Mary,Plessinger,2348 Cantalise Drive Dublin ,CA ,94568,Mary.Plessinger@gmail.com,Green Light,N/A,93d0bc8304fcae26a9093647f4aa81d58146db36,ac3478d69a3c81fa62e60f5c3696165a4e5e6ac4
6558,10/16/2020,Melissa,Horton,922 Urciolo Court Annapolis ,MD ,21401,Melissa.Horton@gmail.com,Red Light,N/A,0ba305b2f2dc1d95787291eb457104d96122091d,5b384ce32d8cdef02bc3a139d4cac0a22bb029e8
6559,05/25/2022,Gretchen,Moore,534 North 31st Street Louisville ,KY ,40212,Gretchen.Moore@gmail.com,Red Light,N/A,d0f785c3454c209f4bd91e21737978e8a43c9f81,f6e1126cedebf23e1463aee73f9df08783640400
6560,08/18/2021,Magdalena,Santa,3704 Hughes Road Louisville ,KY ,40207,Magdalena.Santa@gmail.com,Yellow Light,N/A,b71e9777ea437a2d0d321b9eef38de8eeaed3590,902ba3cda1883801594b6e1b452790cc53948fda
6561,02/01/2023,Don,Roberts,120 Depot Street Easton ,MA ,02375,Don.Roberts@gmail.com,Green Light,N/A,760585be5d00f708844c9e78d84c4635a9a87218,cb4e5208b4cd87268b208e49452ed6e89a68e0b8
6562,10/12/2021,Edmond,Nadeau,3449 Rockway Avenue Annapolis ,MD ,21403,Edmond.Nadeau@gmail.com,Green Light,N/A,d0489b0f56cfa26a33bb952a702790615fde4f72,c1dfd96eea8cc2b62785275bca38ac261256e278
6563,10/29/2022,Shelly,Westman,2928 Avon Road Panama City ,FL ,32405,Shelly.Westman@gmail.com,Green Light,N/A,1138c59acdd91f5054aed61e07493301fe434eba,9e6a55b6b4563e652a23be9d623ca5055c356940
6564,09/05/2020,Katherine,Huggins,397 North Main Street Manchester ,CT ,06042,Katherine.Huggins@gmail.com,Green Light,N/A,bc234830c7ec1fea787d996193ee14cff3e4e30f,bd307a3ec329e10a2cff8fb87480823da114f8f4
6565,05/25/2022,Caitlin,Lauritzen,1822 Dixdale Avenue Louisville ,KY ,40210,Caitlin.Lauritzen@gmail.com,Red Light,N/A,bf368ae40f65c22e5535d3f5b749b8a07cd8d8dd,f6e1126cedebf23e1463aee73f9df08783640400
6566,06/16/2020,Tammi,Gordon,30451 Servilla Place Castaic ,CA ,91384,Tammi.Gordon@gmail.com,Green Light,N/A,b9d8b5982078febdf209c7c8f4fc6a6335109f72,0716d9708d321ffb6a00818614779e779925365c
6567,01/27/2022,Larry,Worrell,1311 Northwest 98th Street Oklahoma City ,OK ,73114,Larry.Worrell@gmail.com,Red Light,N/A,e5ff286e162a43ec2e5c814609a82513a56dd757,12c6fc06c99a462375eeb3f43dfd832b08ca9e17
6568,04/28/2021,April,Fraser,4375 West Missouri Avenue Glendale ,AZ ,85301,April.Fraser@gmail.com,Yellow Light,N/A,e575c29ed0daf879b2e9c93529fc814d5dffb283,64e095fe763fc62418378753f9402623bea9e227
6569,12/05/2022,Melinda,Marquardt,60 Willow Lakes Drive Savannah ,GA ,31419,Melinda.Marquardt@gmail.com,Green Light,N/A,4fcea26b7532c03c15b09b8cc2595cd287a3e6b6,17ba0791499db908433b80f37c5fbc89b870084b
